playername,GP,PIM,DY League NHLe,DY League NHLe Per 82GP,Total PIM Per 82GP,Overall#,Team,Player,Draft Year,is_def,link,rights,status,dob,height,height _inches,weight,weight_pounds,birthplace,nation,shoots,draft,Birth City,new draft_age,redraft
Gleason Fournier ,66,64,3.2,4,79.5,90,Detroit Red Wings,Gleason Fournier (D),2009,1,https://www.eliteprospects.com/player/13583/gleason-fournier,-,-,9/8/1991,"6'0""",72,87 kg / 192,192,"Rimouski, QC, CAN",Canada,L,2009 round 3 #90 overall by Detroit Red Wings,Rimouski,17.8,FALSE
Glenn Gawdin ,79,63,8.1,8.4,65.4,116,St. Louis Blues,Glenn Gawdin (F),2015,0,https://www.eliteprospects.com/player/192245/glenn-gawdin,Anaheim Ducks,Signed,3/25/1997,"6'1""",73,84 kg / 185,185,"Richmond, BC, CAN",Canada,R,2015 round 4 #116 overall by St. Louis Blues,Richmond,18.3,FALSE
Gregory Hofmann ,108,18,12.2,9.3,13.7,103,Carolina Hurricanes,GrÃ©gory Hofmann (F),2011,0,https://www.eliteprospects.com/player/66536/gregory-hofmann,-,-,11/13/1992,"6'0""",72,79 kg / 174,174,"Biel-Bienne, SUI",Switzerland,L,2011 round 4 #103 overall by Carolina Hurricanes,Biel-Bienne,18.6,FALSE
Graham Black ,71,49,7,8.1,56.6,135,New Jersey Devils,Graham Black (F),2012,0,https://www.eliteprospects.com/player/65272/graham-black,-,-,1/13/1993,"6'0""",72,84 kg / 185,185,"Regina, SK, CAN",Canada,L,2012 round 5 #135 overall by New Jersey Devils,Regina,19.5,FALSE
Graham Knott ,64,37,6.7,8.6,47.4,54,Chicago Blackhawks,Graham Knott (F),2015,0,https://www.eliteprospects.com/player/225057/graham-knott,-,-,1/13/1997,"6'3""",75,87 kg / 192,192,"Etobicoke, ON, CAN",Canada,L,2015 round 2 #54 overall by Chicago Blackhawks,Etobicoke,18.5,FALSE
Grant Besse ,36,16,2.3,5.2,36.4,147,Anaheim Ducks,Grant Besse (F),2013,0,https://www.eliteprospects.com/player/177678/grant-besse,-,-,7/14/1994,"5'10""",70,79 kg / 174,174,"Plymouth, MN, USA",USA,L,2013 round 5 #147 overall by Anaheim Ducks,Plymouth,19.0,FALSE
Greg Burke ,80,92,5.6,5.7,94.3,174,Washington Capitals,Greg Burke (F),2008,0,https://www.eliteprospects.com/player/19159/greg-burke,-,-,5/16/1990,"6'1""",73,84 kg / 185,185,"Portsmouth, NH, USA",USA,L,2008 round 6 #174 overall by Washington Capitals,Portsmouth,18.1,FALSE
Greg Chase ,69,58,6.9,8.2,68.9,188,Edmonton Oilers,Greg Chase (F),2013,0,https://www.eliteprospects.com/player/84097/greg-chase,-,-,1/1/1995,"6'0""",72,86 kg / 190,190,"Sherwood Park, AB, CAN",Canada,R,2013 round 7 #188 overall by Edmonton Oilers,Sherwood Park,18.5,FALSE
Greg McKegg ,73,36,13.1,14.7,40.4,62,Toronto Maple Leafs,Greg McKegg (F),2010,0,https://www.eliteprospects.com/player/31283/greg-mckegg,Edmonton Oilers,Signed,6/17/1992,"6'0""",72,88 kg / 194,194,"St. Thomas, ON, CAN",Canada,L,2010 round 3 #62 overall by Toronto Maple Leafs,St. Thomas,18.0,FALSE
Greg Nemisz ,75,58,10,10.9,63.4,25,Calgary Flames,Greg Nemisz (F),2008,0,https://www.eliteprospects.com/player/14359/greg-nemisz,-,-,6/5/1990,"6'3""",75,91 kg / 201,201,"Oshawa, ON, CAN",Canada,R,2008 round 1 #25 overall by Calgary Flames,Oshawa,18.1,FALSE
Greg Pateryn ,60,145,3.9,5.3,198.2,128,Toronto Maple Leafs,Greg Pateryn (D),2008,1,https://www.eliteprospects.com/player/15526/greg-pateryn,-,-,6/20/1990,"6'2""",74,96 kg / 212,212,"Sterling Heights, MI, USA",USA,R,2008 round 5 #128 overall by Toronto Maple Leafs,Sterling Heights,18.0,FALSE
Gregg Sutch ,43,55,1.2,2.3,104.9,143,Buffalo Sabres,Gregg Sutch (F),2010,0,https://www.eliteprospects.com/player/33658/gregg-sutch,-,-,2/9/1992,"6'2""",74,91 kg / 201,201,"Scarborough, ON, CAN",Canada,R,2010 round 5 #143 overall by Buffalo Sabres,Scarborough,18.4,FALSE
Griffin Reinhart ,58,38,5.1,7.2,53.7,4,New York Islanders,Griffin Reinhart (D),2012,1,https://www.eliteprospects.com/player/41183/griffin-reinhart,-,-,1/24/1994,"6'4""",76,98 kg / 216,216,"West Vancouver, BC, CAN",Canada,L,2012 round 1 #4 overall by New York Islanders,West Vancouver,18.4,FALSE
Guillaume Brisebois ,70,36,3.3,3.9,42.2,66,Vancouver Canucks,Guillaume Brisebois (D),2015,1,https://www.eliteprospects.com/player/213397/guillaume-brisebois,Vancouver Canucks,Signed,7/21/1997,"6'2""",74,79 kg / 174,174,"Longueuil, QC, CAN",Canada,L,2015 round 3 #66 overall by Vancouver Canucks,Longueuil,17.9,FALSE
Gus Young ,29,16,1,2.8,45.2,184,Colorado Avalanche,Gus Young (D),2009,1,https://www.eliteprospects.com/player/38049/gus-young,-,-,7/10/1991,"6'2""",74,91 kg / 201,201,"Dedham, MA, USA",USA,L,2009 round 7 #184 overall by Colorado Avalanche,Dedham,18.0,FALSE
Gustav Bouramman ,67,14,6.3,7.7,17.1,201,Minnesota Wild,Gustav Bouramman (D),2015,1,https://www.eliteprospects.com/player/142252/gustav-bouramman,-,-,1/24/1997,"6'0""",72,85 kg / 187,187,"Stockholm, SWE",Sweden,R,2015 round 7 #201 overall by Minnesota Wild,Stockholm,18.4,FALSE
Gustav Forsling ,75,50,2.6,2.8,54.7,126,Vancouver Canucks,Gustav Forsling (D),2014,1,https://www.eliteprospects.com/player/86366/gustav-forsling,Florida Panthers,Signed,6/12/1996,"6'0""",72,84 kg / 185,185,"LinkÃ¶ping, SWE",Sweden,L,2014 round 5 #126 overall by Vancouver Canucks,LinkÃ¶ping,18.1,FALSE
Gustav Nyquist ,29,26,2.8,7.9,73.5,121,Detroit Red Wings,Gustav Nyquist (F),2008,0,https://www.eliteprospects.com/player/6223/gustav-nyquist,Columbus Blue Jackets,Signed,9/1/1989,"5'11""",71,80 kg / 176,176,"Halmstad, SWE",Sweden,L,2008 round 4 #121 overall by Detroit Red Wings,Halmstad,18.8,FALSE
Gustav Olhaver ,82,20,2.4,2.4,20,191,Colorado Avalanche,Gustav Olhaver (F),2015,0,https://www.eliteprospects.com/player/212720/gustav-olhaver,-,-,7/3/1997,"6'7""",79,107 kg / 236,236,"Ã„ngelholm, SWE",Sweden,L,2015 round 7 #191 overall by Colorado Avalanche,Ã„ngelholm,18.0,FALSE
Gustav Olofsson ,63,59,3.3,4.3,76.8,46,Minnesota Wild,Gustav Olofsson (D),2013,1,https://www.eliteprospects.com/player/39017/gustav-olofsson,Seattle Kraken,Signed,12/1/1994,"6'3""",75,91 kg / 201,201,"BorÃ¥s, SWE",Sweden,L,2013 round 2 #46 overall by Minnesota Wild,BorÃ¥s,18.6,FALSE
Gustav Possler ,54,30,4.2,6.4,45.6,130,Buffalo Sabres,Gustav Possler (F),2013,0,https://www.eliteprospects.com/player/26019/gustav-possler,-,-,11/11/1994,"6'0""",72,83 kg / 183,183,"SÃ¶dertÃ¤lje, SWE",Sweden,L,2013 round 5 #130 overall by Buffalo Sabres,SÃ¶dertÃ¤lje,18.6,FALSE
Hampus Lindholm ,69,40,3.5,4.2,47.5,6,Anaheim Ducks,Hampus Lindholm (D),2012,1,https://www.eliteprospects.com/player/34882/hampus-lindholm,Boston Bruins,Signed,1/20/1994,"6'2""",74,98 kg / 216,216,"Helsingborg, SWE",Sweden,L,2012 round 1 #6 overall by Anaheim Ducks,Helsingborg,18.4,FALSE
Hampus Melen ,29,61,1.2,3.4,172.5,199,Detroit Red Wings,Hampus MelÃ©n (F),2013,0,https://www.eliteprospects.com/player/86073/hampus-melen,-,-,2/28/1995,"6'3""",75,87 kg / 192,192,"Karlskrona, SWE",Sweden,L,2013 round 7 #199 overall by Detroit Red Wings,Karlskrona,18.3,FALSE
Harri Ilvonen ,56,52,2.9,4.2,76.1,170,Minnesota Wild,Harri Ilvonen (D),2007,1,https://www.eliteprospects.com/player/10246/harri-ilvonen,-,-,3/11/1988,"6'2""",74,88 kg / 194,194,"Helsinki, FIN",Finland,L,2007 round 6 #170 overall by Minnesota Wild,Helsinki,19.3,FALSE
Harrison Ruopp ,54,98,1.3,2,148.8,84,Phoenix Coyotes,Harrison Ruopp (D),2011,1,https://www.eliteprospects.com/player/45515/harrison-ruopp,-,-,3/17/1993,"6'3""",75,87 kg / 192,192,"Zehner, SK, CAN",Canada,R,2011 round 3 #84 overall by Phoenix Coyotes,Zehner,18.3,FALSE
Harry Young ,68,155,2,2.4,186.9,202,New Jersey Devils,Harry Young (D),2008,1,https://www.eliteprospects.com/player/19075/harry-young,-,-,11/12/1989,"6'4""",76,98 kg / 216,216,"Windsor, ON, CAN",Canada,L,2008 round 7 #202 overall by New Jersey Devils,Windsor,18.6,FALSE
Haydn Fleury ,77,50,6.6,7,53.2,7,Carolina Hurricanes,Haydn Fleury (D),2014,1,https://www.eliteprospects.com/player/119392/haydn-fleury,Tampa Bay Lightning,Signed,7/8/1996,"6'3""",75,94 kg / 207,207,"Carlyle, SK, CAN",Canada,L,2014 round 1 #7 overall by Carolina Hurricanes,Carlyle,18.0,FALSE
Henri Ikonen ,64,34,7.3,9.4,43.6,154,Tampa Bay Lightning,Henri Ikonen (F),2013,0,https://www.eliteprospects.com/player/56268/henri-ikonen,-,-,4/17/1994,"6'0""",72,86 kg / 190,190,"Savonlinna, FIN",Finland,L,2013 round 6 #154 overall by Tampa Bay Lightning,Savonlinna,19.2,FALSE
Henrik Bjorklund ,57,91,3.8,5.5,130.9,111,Calgary Flames,Henrik BjÃ¶rklund (F),2009,0,https://www.eliteprospects.com/player/7101/henrik-bjorklund,-,-,9/22/1990,"6'2""",74,92 kg / 203,203,"Karlstad, SWE",Sweden,R,2009 round 4 #111 overall by Calgary Flames,Karlstad,18.8,FALSE
Henrik Samuelsson ,62,84,5.2,6.9,111.1,27,Phoenix Coyotes,Henrik Samuelsson (F),2012,0,https://www.eliteprospects.com/player/33217/henrik-samuelsson,-,-,2/7/1994,"6'3""",75,99 kg / 218,218,"Pittsburgh, PA, USA",USA,R,2012 round 1 #27 overall by Phoenix Coyotes,Pittsburgh,18.4,FALSE
Henrik Tommernes ,51,32,11.3,18.2,51.5,210,Vancouver Canucks,Henrik TÃ¶mmernes (D),2011,1,https://www.eliteprospects.com/player/10018/henrik-tommernes,-,-,8/28/1990,"6'1""",73,84 kg / 185,185,"Karlstad, SWE",Sweden,L,2011 round 7 #210 overall by Vancouver Canucks,Karlstad,20.8,FALSE
Hudson Fasching ,94,55,6.4,5.6,48,118,Los Angeles Kings,Hudson Fasching (F),2013,0,https://www.eliteprospects.com/player/114801/hudson-fasching,New York Islanders,Signed,7/28/1995,"6'3""",75,93 kg / 205,205,"Milwaukee, WI, USA",USA,R,2013 round 4 #118 overall by Los Angeles Kings,Milwaukee,17.9,FALSE
Hunter Fejes ,61,22,2.5,3.4,29.6,178,Phoenix Coyotes,Hunter Fejes (F),2012,0,https://www.eliteprospects.com/player/106299/hunter-fejes,-,-,5/31/1994,"6'1""",73,86 kg / 190,190,"Anchorage, AK, USA",USA,L,2012 round 6 #178 overall by Phoenix Coyotes,Anchorage,18.1,FALSE
Hunter Shinkaruk ,64,44,12.1,15.5,56.4,24,Vancouver Canucks,Hunter Shinkaruk (F),2013,0,https://www.eliteprospects.com/player/52391/hunter-shinkaruk,-,-,10/13/1994,"5'10""",70,82 kg / 181,181,"Calgary, AB, CAN",Canada,L,2013 round 1 #24 overall by Vancouver Canucks,Calgary,18.7,FALSE
Hunter Smith ,64,100,5.8,7.4,128.1,54,Calgary Flames,Hunter Smith (F),2014,0,https://www.eliteprospects.com/player/117017/hunter-smith,-,-,9/11/1995,"6'7""",79,105 kg / 231,231,"Windsor, ON, CAN",Canada,R,2014 round 2 #54 overall by Calgary Flames,Windsor,18.8,FALSE
Ian Cole ,65,70,3.6,4.5,88.3,18,St. Louis Blues,Ian Cole (D),2007,1,https://www.eliteprospects.com/player/11456/ian-cole,Tampa Bay Lightning,Signed,2/21/1989,"6'1""",73,102 kg / 225,225,"Ann Arbor, MI, USA",USA,L,2007 round 1 #18 overall by St. Louis Blues,Ann Arbor,18.3,FALSE
Ian McCoshen ,53,48,6.3,9.7,74.3,31,Florida Panthers,Ian McCoshen (D),2013,1,https://www.eliteprospects.com/player/90302/ian-mccoshen,-,-,8/5/1995,"6'3""",75,99 kg / 218,218,"Anaheim, CA, USA",USA,L,2013 round 2 #31 overall by Florida Panthers,Anaheim,17.9,FALSE
Ian Schultz ,67,128,4.2,5.1,156.7,87,St. Louis Blues,Ian Schultz (F),2008,0,https://www.eliteprospects.com/player/19054/ian-schultz,-,-,2/4/1990,"6'2""",74,98 kg / 216,216,"Calgary, AB, CAN",Canada,R,2008 round 3 #87 overall by St. Louis Blues,Calgary,18.4,FALSE
Iiro Pakarinen ,73,52,5.6,6.3,58.4,184,Florida Panthers,Iiro Pakarinen (F),2011,0,https://www.eliteprospects.com/player/30857/iiro-pakarinen,-,-,8/25/1991,"6'1""",73,95 kg / 209,209,"Suonenjoki, FIN",Finland,R,2011 round 7 #184 overall by Florida Panthers,Suonenjoki,19.8,FALSE
Ilya Kablukov ,66,38,4.7,5.8,47.2,146,Vancouver Canucks,Ilya Kablukov (F),2007,0,https://www.eliteprospects.com/player/13965/ilya-kablukov,-,-,1/18/1988,"6'2""",74,89 kg / 196,196,"Moskva, RUS",Russia,L,2007 round 5 #146 overall by Vancouver Canucks,Moskva,19.4,FALSE
Isaac MacLeod ,56,51,1.8,2.6,74.7,136,San Jose Sharks,Isaac MacLeod (D),2010,1,https://www.eliteprospects.com/player/46959/isaac-macleod,-,-,2/22/1992,"6'4""",76,98 kg / 216,216,"Nelson, BC, CAN",Canada,L,2010 round 5 #136 overall by San Jose Sharks,Nelson,18.4,FALSE
Ivan Barbashev ,55,27,8.2,12.2,40.3,33,St. Louis Blues,Ivan Barbashev (F),2014,0,https://www.eliteprospects.com/player/108659/ivan-barbashev,St. Louis Blues,Signed,12/14/1995,"6'1""",73,88 kg / 194,194,"Moskva, RUS",Russia,L,2014 round 2 #33 overall by St. Louis Blues,Moskva,18.5,FALSE
Ivan Chukarov ,55,63,3.7,5.5,93.9,182,Buffalo Sabres,Ivan Chukarov (D),2015,1,https://www.eliteprospects.com/player/135399/ivan-chukarov,-,-,4/3/1995,"6'2""",74,92 kg / 203,203,"Des Plaines, IL, USA",USA,L,2015 round 7 #182 overall by Buffalo Sabres,Des Plaines,20.2,FALSE
Ivan Provorov ,77,42,8.9,9.5,44.7,7,Philadelphia Flyers,Ivan Provorov (D),2015,1,https://www.eliteprospects.com/player/242584/ivan-provorov,Philadelphia Flyers,Signed,1/13/1997,"6'1""",73,91 kg / 201,201,"Yaroslavl, RUS",Russia,L,2015 round 1 #7 overall by Philadelphia Flyers,Yaroslavl,18.5,FALSE
Ivan Telegin ,56,22,6.3,9.2,32.2,101,Atlanta Thrashers,Ivan Telegin (F),2010,0,https://www.eliteprospects.com/player/41028/ivan-telegin,Winnipeg Jets,Unsigned,2/28/1992,"6'4""",76,96 kg / 212,212,"Novokuznetsk, RUS",Russia,L,2010 round 4 #101 overall by Atlanta Thrashers,Novokuznetsk,18.3,FALSE
J.D. Dudek ,7,16,0,0,187.4,152,New Jersey Devils,J.D. Dudek (F),2014,0,https://www.eliteprospects.com/player/211276/j.d.-dudek,-,-,1/29/1996,"5'11""",71,84 kg / 185,185,"Auburn, NH, USA",USA,R,2014 round 6 #152 overall by New Jersey Devils,Auburn,18.4,FALSE
J.J. Piccinich ,61,31,8.3,11.2,41.7,103,Toronto Maple Leafs,J.J. Piccinich (F),2014,0,https://www.eliteprospects.com/player/191113/j.j.-piccinich,-,-,6/12/1996,"6'0""",72,86 kg / 190,190,"Paramus, NJ, USA",USA,R,2014 round 4 #103 overall by Toronto Maple Leafs,Paramus,18.1,FALSE
J.T. Compher ,80,82,10.3,10.6,84,35,Buffalo Sabres,J.T. Compher (F),2013,0,https://www.eliteprospects.com/player/114800/j.t.-compher,Colorado Avalanche,Signed,4/8/1995,"6'0""",72,86 kg / 190,190,"Northbrook, IL, USA",USA,R,2013 round 2 #35 overall by Buffalo Sabres,Northbrook,18.2,FALSE
J.T. Miller ,62,92,7.9,10.4,121.7,15,New York Rangers,J.T. Miller (F),2011,0,https://www.eliteprospects.com/player/38624/j.t.-miller,Vancouver Canucks,Signed,3/14/1993,"6'1""",73,99 kg / 218,218,"East Palestine, OH, USA",USA,L,2011 round 1 #15 overall by New York Rangers,East Palestine,18.3,FALSE
Jerome Leduc ,68,16,5.2,6.3,19.3,68,Buffalo Sabres,JÃ©rÃ´me Leduc (D),2010,1,https://www.eliteprospects.com/player/37441/jerome-leduc,-,-,7/30/1992,"6'1""",73,88 kg / 194,194,"QuÃ©bec, QC, CAN",Canada,R,2010 round 3 #68 overall by Buffalo Sabres,QuÃ©bec,17.9,FALSE
Jeremie Blain ,64,72,4.3,5.5,92.2,91,Edmonton Oilers,JÃ©rÃ©mie Blain (D),2010,1,https://www.eliteprospects.com/player/37074/jeremie-blain,-,-,3/19/1992,"6'3""",75,88 kg / 194,194,"Lemoyne, QC, CAN",Canada,R,2010 round 4 #91 overall by Edmonton Oilers,Lemoyne,18.3,FALSE
Jeremy Gregoire ,62,100,3.6,4.8,132.3,176,MontrÃ©al Canadiens,JÃ©rÃ©my GrÃ©goire (F),2013,0,https://www.eliteprospects.com/player/98666/jeremy-gregoire,-,-,9/5/1995,"6'0""",72,88 kg / 194,194,"Sherbrooke, QC, CAN",Canada,R,2013 round 6 #176 overall by MontrÃ©al Canadiens,Sherbrooke,17.8,FALSE
Jeremy Lauzon ,60,88,4.1,5.6,120.3,52,Boston Bruins,JÃ©rÃ©my Lauzon (D),2015,1,https://www.eliteprospects.com/player/213715/jeremy-lauzon,Nashville Predators,Signed,4/28/1997,"6'1""",73,93 kg / 205,205,"Val-d'Or, QC, CAN",Canada,L,2015 round 2 #52 overall by Boston Bruins,Val-d'Or,18.2,FALSE
Jeremy Roy ,53,39,5.4,8.4,60.3,31,San Jose Sharks,JÃ©rÃ©my Roy (D),2015,1,https://www.eliteprospects.com/player/151150/jeremy-roy,-,-,5/14/1997,"6'0""",72,88 kg / 194,194,"Richelieu, QC, CAN",Canada,R,2015 round 2 #31 overall by San Jose Sharks,Richelieu,18.1,FALSE
Jaccob Slavin ,60,12,4.3,5.9,16.4,120,Carolina Hurricanes,Jaccob Slavin (D),2012,1,https://www.eliteprospects.com/player/97621/jaccob-slavin,Carolina Hurricanes,Signed,5/1/1994,"6'3""",75,94 kg / 207,207,"Erie, CO, USA",USA,L,2012 round 4 #120 overall by Carolina Hurricanes,Erie,18.2,FALSE
Jack Becker ,42,26,1.5,2.9,50.8,195,Boston Bruins,Jack Becker (F),2015,0,https://www.eliteprospects.com/player/248382/jack-becker,-,-,6/24/1997,"6'3""",75,87 kg / 192,192,"Dellwood, MN, USA",USA,R,2015 round 7 #195 overall by Boston Bruins,Dellwood,18.0,FALSE
Jack Dougherty ,87,99,4.7,4.4,93.3,51,Nashville Predators,Jack Dougherty (D),2014,1,https://www.eliteprospects.com/player/204300/jack-dougherty,-,-,5/25/1996,"6'1""",73,84 kg / 185,185,"St. Paul, MN, USA",USA,R,2014 round 2 #51 overall by Nashville Predators,St. Paul,18.1,FALSE
Jack Eichel ,55,42,14.9,22.2,62.6,2,Buffalo Sabres,Jack Eichel (F),2015,0,https://www.eliteprospects.com/player/191959/jack-eichel,Vegas Golden Knights,Signed,10/28/1996,"6'2""",74,97 kg / 214,214,"North Chelmsford, MA, USA",USA,R,2015 round 1 #2 overall by Buffalo Sabres,North Chelmsford,18.7,FALSE
Jack Glover ,90,42,5.3,4.8,38.3,69,Winnipeg Jets,Jack Glover (D),2014,1,https://www.eliteprospects.com/player/168703/jack-glover,-,-,5/17/1996,"6'3""",75,86 kg / 190,190,"Golden Valley, MN, USA",USA,R,2014 round 3 #69 overall by Winnipeg Jets,Golden Valley,18.1,FALSE
Jack Ramsey ,57,27,2,2.9,38.8,208,Chicago Blackhawks,Jack Ramsey (D),2014,1,https://www.eliteprospects.com/player/195477/jack-ramsey,-,-,11/2/1995,"6'3""",75,84 kg / 185,185,"Chanhassen, MN, USA",USA,R,2014 round 7 #208 overall by Chicago Blackhawks,Chanhassen,18.7,FALSE
Jack Roslovic ,97,40,16.5,13.9,33.8,25,Winnipeg Jets,Jack Roslovic (F),2015,0,https://www.eliteprospects.com/player/226309/jack-roslovic,Columbus Blue Jackets,Signed,1/29/1997,"6'1""",73,88 kg / 194,194,"Columbus, OH, USA",USA,R,2015 round 1 #25 overall by Winnipeg Jets,Columbus,18.4,FALSE
Jack Sadek ,46,84,0.8,1.4,149.7,204,Minnesota Wild,Jack Sadek (D),2015,1,https://www.eliteprospects.com/player/300900/jack-sadek,-,-,4/19/1997,"6'2""",74,89 kg / 196,196,"Lakeville, MN, USA",USA,R,2015 round 7 #204 overall by Minnesota Wild,Lakeville,18.2,FALSE
Jackson Houck ,69,68,8,9.5,80.8,94,Edmonton Oilers,Jackson Houck (F),2013,0,https://www.eliteprospects.com/player/101590/jackson-houck,-,-,2/2/1995,"6'0""",72,87 kg / 192,192,"North Vancouver, BC, CAN",Canada,R,2013 round 4 #94 overall by Edmonton Oilers,North Vancouver,18.4,FALSE
Jacob De La Rose,83,165,5.1,5,163,34,MontrÃ©al Canadiens,Jacob de la Rose (F),2013,0,https://www.eliteprospects.com/player/28436/jacob-de-la-rose,-,-,5/20/1995,"6'2""",74,95 kg / 209,209,"Arvika, SWE",Sweden,L,2013 round 2 #34 overall by MontrÃ©al Canadiens,Arvika,18.1,FALSE
Jacob Josefson ,96,36,10.3,8.8,30.8,20,New Jersey Devils,Jacob Josefson (F),2009,0,https://www.eliteprospects.com/player/7655/jacob-josefson,-,-,3/2/1991,"6'0""",72,85 kg / 187,187,"Stockholm, SWE",Sweden,L,2009 round 1 #20 overall by New Jersey Devils,Stockholm,18.3,FALSE
Jacob Lagace ,74,50,7.4,8.2,55.4,134,Buffalo Sabres,Jacob LagacÃ© (F),2008,0,https://www.eliteprospects.com/player/17516/jacob-lagace,-,-,1/9/1990,"5'10""",70,89 kg / 196,196,"Saint-Hyacinthe, QC, CAN",Canada,R,2008 round 5 #134 overall by Buffalo Sabres,Saint-Hyacinthe,18.5,FALSE
Jacob Larsson ,80,69,4,4.1,70.7,27,Anaheim Ducks,Jacob Larsson (D),2015,1,https://www.eliteprospects.com/player/147719/jacob-larsson,Ottawa Senators,Signed,4/29/1997,"6'2""",74,86 kg / 190,190,"Ljungby, SWE",Sweden,L,2015 round 1 #27 overall by Anaheim Ducks,Ljungby,18.2,FALSE
Jacob Middleton ,65,64,3.3,4.2,80.7,210,Los Angeles Kings,Jacob Middleton (D),2014,1,https://www.eliteprospects.com/player/150872/jacob-middleton,Minnesota Wild,Signed,1/2/1996,"6'3""",75,99 kg / 218,218,"Stratford, ON, CAN",Canada,L,2014 round 7 #210 overall by Los Angeles Kings,Stratford,18.5,FALSE
Jacob Trouba ,75,91,5.2,5.7,99.5,9,Winnipeg Jets,Jacob Trouba (D),2012,1,https://www.eliteprospects.com/player/90349/jacob-trouba,New York Rangers,Signed,2/26/1994,"6'3""",75,92 kg / 203,203,"Rochester, MI, USA",USA,R,2012 round 1 #9 overall by Winnipeg Jets,Rochester,18.3,FALSE
Jaden Lindo ,40,41,2.6,5.3,84,173,Pittsburgh Penguins,Jaden Lindo (F),2014,0,https://www.eliteprospects.com/player/189413/jaden-lindo,-,-,1/11/1996,"6'2""",74,97 kg / 214,214,"Brampton, ON, CAN",Canada,R,2014 round 6 #173 overall by Pittsburgh Penguins,Brampton,18.5,FALSE
Jaden Schwartz ,60,18,11.9,16.3,24.6,14,St. Louis Blues,Jaden Schwartz (F),2010,0,https://www.eliteprospects.com/player/33907/jaden-schwartz,Seattle Kraken,Signed,6/25/1992,"5'10""",70,86 kg / 190,190,"Melfort, SK, CAN",Canada,L,2010 round 1 #14 overall by St. Louis Blues,Melfort,18.0,FALSE
Jaedon Descheneau ,70,54,13.8,16.2,63.3,124,St. Louis Blues,Jaedon Descheneau (F),2014,0,https://www.eliteprospects.com/player/64576/jaedon-descheneau,-,-,2/22/1995,"5'9""",69,85 kg / 187,187,"Leduc, AB, CAN",Canada,R,2014 round 5 #124 overall by St. Louis Blues,Leduc,19.4,FALSE
Jake Bischoff ,55,23,1.3,1.9,34.3,185,New York Islanders,Jake Bischoff (D),2012,1,https://www.eliteprospects.com/player/180081/jake-bischoff,-,-,7/25/1994,"6'1""",73,88 kg / 194,194,"Grand Rapids, MN, USA",USA,L,2012 round 7 #185 overall by New York Islanders,Grand Rapids,17.9,FALSE
Jake DeBrusk ,72,40,11.4,13,45.6,14,Boston Bruins,Jake DeBrusk (F),2015,0,https://www.eliteprospects.com/player/84242/jake-debrusk,Boston Bruins,Signed,10/17/1996,"6'0""",72,91 kg / 201,201,"Edmonton, AB, CAN",Canada,L,2015 round 1 #14 overall by Boston Bruins,Edmonton,18.7,FALSE
Jake Dotchin ,64,77,2.7,3.5,98.7,161,Tampa Bay Lightning,Jake Dotchin (D),2012,1,https://www.eliteprospects.com/player/96063/jake-dotchin,-,-,3/24/1994,"6'3""",75,95 kg / 209,209,"Cambridge, ON, CAN",Canada,R,2012 round 6 #161 overall by Tampa Bay Lightning,Cambridge,18.3,FALSE
Jake Evans ,49,79,2.1,3.5,132.2,207,MontrÃ©al Canadiens,Jake Evans (F),2014,0,https://www.eliteprospects.com/player/152048/jake-evans,MontrÃ©al Canadiens,Signed,6/2/1996,"6'0""",72,80 kg / 176,176,"Toronto, ON, CAN",Canada,R,2014 round 7 #207 overall by MontrÃ©al Canadiens,Toronto,18.1,FALSE
Jake Gardiner ,24,14,1.2,4.1,47.8,17,Anaheim Ducks,Jake Gardiner (D),2008,1,https://www.eliteprospects.com/player/18592/jake-gardiner,Carolina Hurricanes,Signed,7/4/1990,"6'2""",74,92 kg / 203,203,"Minneapolis, MN, USA",USA,L,2008 round 1 #17 overall by Anaheim Ducks,Minneapolis,18.0,FALSE
Jake Guentzel ,60,24,10.4,14.2,32.8,77,Pittsburgh Penguins,Jake Guentzel (F),2013,0,https://www.eliteprospects.com/player/199870/jake-guentzel,Pittsburgh Penguins,Signed,10/6/1994,"5'11""",71,82 kg / 181,181,"Omaha, NE, USA",USA,L,2013 round 3 #77 overall by Pittsburgh Penguins,Omaha,18.7,FALSE
